formula,reduced_formula,b_site_plus2,c_site_plus3,chalcogen_minus2,halide_minus1,template,charge_check
Ba2HfTe2Cl3,Ba2HfTe2Cl3,Ba,Hf,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2HfTe2Br3,Ba2HfTe2Br3,Ba,Hf,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2HfTe2I3,Ba2HfTe2I3,Ba,Hf,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaS2F3,Ba2TaS2F3,Ba,Ta,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaS2Cl3,Ba2TaS2Cl3,Ba,Ta,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaS2Br3,Ba2TaS2Br3,Ba,Ta,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaS2I3,Ba2TaS2I3,Ba,Ta,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaSe2F3,Ba2TaSe2F3,Ba,Ta,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaSe2Cl3,Ba2TaSe2Cl3,Ba,Ta,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaSe2Br3,Ba2TaSe2Br3,Ba,Ta,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaSe2I3,Ba2TaSe2I3,Ba,Ta,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaTe2F3,Ba2TaTe2F3,Ba,Ta,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaTe2Cl3,Ba2TaTe2Cl3,Ba,Ta,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaTe2Br3,Ba2TaTe2Br3,Ba,Ta,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2TaTe2I3,Ba2TaTe2I3,Ba,Ta,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WS2F3,Ba2WS2F3,Ba,W,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WS2Cl3,Ba2WS2Cl3,Ba,W,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WS2Br3,Ba2WS2Br3,Ba,W,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WS2I3,Ba2WS2I3,Ba,W,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WSe2F3,Ba2WSe2F3,Ba,W,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WSe2Cl3,Ba2WSe2Cl3,Ba,W,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WSe2Br3,Ba2WSe2Br3,Ba,W,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WSe2I3,Ba2WSe2I3,Ba,W,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WTe2F3,Ba2Te2WF3,Ba,W,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WTe2Cl3,Ba2Te2WCl3,Ba,W,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WTe2Br3,Ba2Te2WBr3,Ba,W,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2WTe2I3,Ba2Te2WI3,Ba,W,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeS2F3,Ba2FeS2F3,Ba,Fe,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeS2Cl3,Ba2FeS2Cl3,Ba,Fe,S,Cl,Pb2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeS2Br3,Ba2FeS2Br3,Ba,Fe,S,Br,Pb2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeS2I3,Ba2FeS2I3,Ba,Fe,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeSe2F3,Ba2FeSe2F3,Ba,Fe,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeSe2Cl3,Ba2FeSe2Cl3,Ba,Fe,Se,Cl,Pb2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeSe2Br3,Ba2FeSe2Br3,Ba,Fe,Se,Br,Pb2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeSe2I3,Ba2FeSe2I3,Ba,Fe,Se,I,Pb2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeTe2F3,Ba2FeTe2F3,Ba,Fe,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeTe2Cl3,Ba2FeTe2Cl3,Ba,Fe,Te,Cl,Pb2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeTe2Br3,Ba2FeTe2Br3,Ba,Fe,Te,Br,Pb2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2FeTe2I3,Ba2FeTe2I3,Ba,Fe,Te,I,Pb2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuS2F3,Ba2RuS2F3,Ba,Ru,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuS2Cl3,Ba2RuS2Cl3,Ba,Ru,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuS2Br3,Ba2RuS2Br3,Ba,Ru,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuS2I3,Ba2RuS2I3,Ba,Ru,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuSe2F3,Ba2RuSe2F3,Ba,Ru,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuSe2Cl3,Ba2RuSe2Cl3,Ba,Ru,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuSe2Br3,Ba2RuSe2Br3,Ba,Ru,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuSe2I3,Ba2RuSe2I3,Ba,Ru,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuTe2F3,Ba2Te2RuF3,Ba,Ru,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuTe2Cl3,Ba2Te2RuCl3,Ba,Ru,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuTe2Br3,Ba2Te2RuBr3,Ba,Ru,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RuTe2I3,Ba2Te2RuI3,Ba,Ru,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhS2F3,Ba2RhS2F3,Ba,Rh,S,F,SbPb2S2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhS2Cl3,Ba2RhS2Cl3,Ba,Rh,S,Cl,Pb2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhS2Br3,Ba2RhS2Br3,Ba,Rh,S,Br,Pb2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhS2I3,Ba2RhS2I3,Ba,Rh,S,I,Pb2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhSe2F3,Ba2RhSe2F3,Ba,Rh,Se,F,SbPb2Se2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhSe2Cl3,Ba2RhSe2Cl3,Ba,Rh,Se,Cl,Pb2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhSe2Br3,Ba2RhSe2Br3,Ba,Rh,Se,Br,Pb2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhSe2I3,Ba2RhSe2I3,Ba,Rh,Se,I,Pb2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhTe2F3,Ba2Te2RhF3,Ba,Rh,Te,F,SbTe2Pb2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhTe2Cl3,Ba2Te2RhCl3,Ba,Rh,Te,Cl,Pb2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhTe2Br3,Ba2Te2RhBr3,Ba,Rh,Te,Br,Pb2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Ba2RhTe2I3,Ba2Te2RhI3,Ba,Rh,Te,I,Pb2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlS2F3,Mn2AlS2F3,Mn,Al,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlS2Cl3,Mn2AlS2Cl3,Mn,Al,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlS2Br3,Mn2AlS2Br3,Mn,Al,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlS2I3,Mn2AlS2I3,Mn,Al,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlSe2F3,Mn2AlSe2F3,Mn,Al,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlSe2Cl3,Mn2AlSe2Cl3,Mn,Al,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlSe2Br3,Mn2AlSe2Br3,Mn,Al,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlSe2I3,Mn2AlSe2I3,Mn,Al,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlTe2F3,Mn2AlTe2F3,Mn,Al,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlTe2Cl3,Mn2AlTe2Cl3,Mn,Al,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlTe2Br3,Mn2AlTe2Br3,Mn,Al,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2AlTe2I3,Mn2AlTe2I3,Mn,Al,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaS2F3,Mn2GaS2F3,Mn,Ga,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaS2Cl3,Mn2GaS2Cl3,Mn,Ga,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaS2Br3,Mn2GaS2Br3,Mn,Ga,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaS2I3,Mn2GaS2I3,Mn,Ga,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaSe2F3,Mn2GaSe2F3,Mn,Ga,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaSe2Cl3,Mn2GaSe2Cl3,Mn,Ga,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaSe2Br3,Mn2GaSe2Br3,Mn,Ga,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaSe2I3,Mn2GaSe2I3,Mn,Ga,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaTe2F3,Mn2GaTe2F3,Mn,Ga,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaTe2Cl3,Mn2GaTe2Cl3,Mn,Ga,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaTe2Br3,Mn2GaTe2Br3,Mn,Ga,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2GaTe2I3,Mn2GaTe2I3,Mn,Ga,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InS2F3,Mn2InS2F3,Mn,In,S,F,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InS2Cl3,Mn2InS2Cl3,Mn,In,S,Cl,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InS2Br3,Mn2InS2Br3,Mn,In,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InS2I3,Mn2InS2I3,Mn,In,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InSe2F3,Mn2InSe2F3,Mn,In,Se,F,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InSe2Cl3,Mn2InSe2Cl3,Mn,In,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InSe2Br3,Mn2InSe2Br3,Mn,In,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InSe2I3,Mn2InSe2I3,Mn,In,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InTe2F3,Mn2InTe2F3,Mn,In,Te,F,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InTe2Cl3,Mn2InTe2Cl3,Mn,In,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InTe2Br3,Mn2InTe2Br3,Mn,In,Te,Br,Ge2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2InTe2I3,Mn2InTe2I3,Mn,In,Te,I,Ge2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScS2F3,ScMn2S2F3,Mn,Sc,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScS2Cl3,ScMn2S2Cl3,Mn,Sc,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScS2Br3,ScMn2S2Br3,Mn,Sc,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScS2I3,ScMn2S2I3,Mn,Sc,S,I,Ge2SbS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScSe2F3,ScMn2Se2F3,Mn,Sc,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScSe2Cl3,ScMn2Se2Cl3,Mn,Sc,Se,Cl,Ge2SbSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScSe2Br3,ScMn2Se2Br3,Mn,Sc,Se,Br,Ge2SbSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScSe2I3,ScMn2Se2I3,Mn,Sc,Se,I,Ge2SbSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScTe2F3,ScMn2Te2F3,Mn,Sc,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScTe2Cl3,ScMn2Te2Cl3,Mn,Sc,Te,Cl,Ge2SbTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScTe2Br3,ScMn2Te2Br3,Mn,Sc,Te,Br,Ge2SbTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2ScTe2I3,ScMn2Te2I3,Mn,Sc,Te,I,Ge2SbTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YS2F3,YMn2S2F3,Mn,Y,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YS2Cl3,YMn2S2Cl3,Mn,Y,S,Cl,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YS2Br3,YMn2S2Br3,Mn,Y,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YS2I3,YMn2S2I3,Mn,Y,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YSe2F3,YMn2Se2F3,Mn,Y,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YSe2Cl3,YMn2Se2Cl3,Mn,Y,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YSe2Br3,YMn2Se2Br3,Mn,Y,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YSe2I3,YMn2Se2I3,Mn,Y,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YTe2F3,YMn2Te2F3,Mn,Y,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YTe2Cl3,YMn2Te2Cl3,Mn,Y,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YTe2Br3,YMn2Te2Br3,Mn,Y,Te,Br,Ge2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2YTe2I3,YMn2Te2I3,Mn,Y,Te,I,Ge2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaS2F3,LaMn2S2F3,Mn,La,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaS2Cl3,LaMn2S2Cl3,Mn,La,S,Cl,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaS2Br3,LaMn2S2Br3,Mn,La,S,Br,Ge2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaS2I3,LaMn2S2I3,Mn,La,S,I,Ge2BiS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaSe2F3,LaMn2Se2F3,Mn,La,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaSe2Cl3,LaMn2Se2Cl3,Mn,La,Se,Cl,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaSe2Br3,LaMn2Se2Br3,Mn,La,Se,Br,Ge2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaSe2I3,LaMn2Se2I3,Mn,La,Se,I,Ge2BiSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaTe2F3,LaMn2Te2F3,Mn,La,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaTe2Cl3,LaMn2Te2Cl3,Mn,La,Te,Cl,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaTe2Br3,LaMn2Te2Br3,Mn,La,Te,Br,Ge2BiTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LaTe2I3,LaMn2Te2I3,Mn,La,Te,I,Ge2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuS2F3,LuMn2S2F3,Mn,Lu,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuS2Cl3,LuMn2S2Cl3,Mn,Lu,S,Cl,Ge2InS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuS2Br3,LuMn2S2Br3,Mn,Lu,S,Br,Ge2InS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuS2I3,LuMn2S2I3,Mn,Lu,S,I,Ge2InS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuSe2F3,LuMn2Se2F3,Mn,Lu,Se,F,Sn2SbSe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuSe2Cl3,LuMn2Se2Cl3,Mn,Lu,Se,Cl,Ge2InSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuSe2Br3,LuMn2Se2Br3,Mn,Lu,Se,Br,Ge2InSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuSe2I3,LuMn2Se2I3,Mn,Lu,Se,I,Ge2InSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuTe2F3,LuMn2Te2F3,Mn,Lu,Te,F,Sn2SbTe2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuTe2Cl3,LuMn2Te2Cl3,Mn,Lu,Te,Cl,Ge2InTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuTe2Br3,LuMn2Te2Br3,Mn,Lu,Te,Br,Ge2InTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2LuTe2I3,LuMn2Te2I3,Mn,Lu,Te,I,Ge2InTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiS2F3,Mn2BiS2F3,Mn,Bi,S,F,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiS2Cl3,Mn2BiS2Cl3,Mn,Bi,S,Cl,Ge2BiS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiS2Br3,Mn2BiS2Br3,Mn,Bi,S,Br,Ge2BiS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiS2I3,Mn2BiS2I3,Mn,Bi,S,I,Ge2BiS2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiSe2F3,Mn2BiSe2F3,Mn,Bi,Se,F,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiSe2Cl3,Mn2BiSe2Cl3,Mn,Bi,Se,Cl,Ge2BiSe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiSe2Br3,Mn2BiSe2Br3,Mn,Bi,Se,Br,Ge2BiSe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiSe2I3,Mn2BiSe2I3,Mn,Bi,Se,I,Ge2BiSe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiTe2F3,Mn2BiTe2F3,Mn,Bi,Te,F,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiTe2Cl3,Mn2BiTe2Cl3,Mn,Bi,Te,Cl,Ge2BiTe2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiTe2Br3,Mn2BiTe2Br3,Mn,Bi,Te,Br,Ge2BiTe2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2BiTe2I3,Mn2BiTe2I3,Mn,Bi,Te,I,Ge2BiTe2I3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2SbS2F3,Mn2SbS2F3,Mn,Sb,S,F,Sn2SbS2F3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2SbS2Cl3,Mn2SbS2Cl3,Mn,Sb,S,Cl,Ge2SbS2Cl3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
Mn2SbS2Br3,Mn2SbS2Br3,Mn,Sb,S,Br,Ge2SbS2Br3.cif,2*B(+2)+C(+3)+2*Ch(-2)+3*X(-1)=0
